"","landslides","latitude","longitude","landslide_trigger","elev","norm_elev","slope","aspect","cprof","cplan","log10_carea"
"1",1,28.8378,81.708,"monsoon",1398.34069824219,0.1581981567976,2.74628949165344,289.375885009766,0.0037917832378298,0.0199091788381338,0
"2",1,28.2039,83.9806,"monsoon",833.352905273438,0.0942795226813527,1.187126994133,217.435440063477,-0.000174291737494059,0.000257750565651804,0.693147180559945
"3",1,27.9447,84.2279,"monsoon",521.091918945312,0.0589525722900724,38.5621299743652,267.061401367188,0.00048196007264778,-0.000867740134708583,1.38629436111989
"4",1,28,85.71,"monsoon",3098.40771484375,0.350531447816626,35.9391555786133,243.508850097656,0.00020599334675353,-0.000813646649476141,1.38629436111989
"5",1,28.1046,83.8791,"monsoon",857.775146484375,0.0970424784826774,15.069167137146,281.230346679688,-0.000227200609515421,0.00154974067118019,0.693147180559945
"6",1,27.7394,83.5754,"downpour",996.32958984375,0.11271752647572,30.9588050842285,188.272613525391,0.000144268458825536,-0.00811900198459625,2.89037175789616
"7",1,28.3683,83.2934,"downpour",2861.90673828125,0.323775437196287,32.1329193115234,23.0064525604248,8.81553496583365e-05,0.00040007647476159,2.19722457733622
"8",1,28.0889,83.2934,"downpour",1198.03625488281,0.13553716024815,37.5839653015137,334.636047363281,0.000103036851214711,0.00307578686624765,0
"9",1,27.83196401,84.54704621,"rain",224.576507568359,0.0254069624105323,8.25527572631836,6.2595853805542,-0.00642941892147064,-0.00179276068229228,3.46573590279973
"10",1,28.3875,82.6474,"downpour",1942.4423828125,0.219753887613199,26.6109561920166,338.575805664062,-0.000170361759955995,0.000837068539112806,0.693147180559945
"11",1,27.769034,84.854632,"unknown",732.527770996094,0.0828728959403896,21.7430934906006,287.485046386719,0.000852037977892905,0.0140926809981465,0
"12",1,29.7986,80.417,"rain",724.1630859375,0.0819265759483266,26.1358051300049,177.817291259766,-0.0023278845474124,-0.00503945257514715,1.94591014905531
"13",1,28.4311,82.1847,"unknown",1121.28356933594,0.12685391631622,9.50790596008301,136.303192138672,-0.000998237053863704,0.00322798197157681,0
"14",1,28.6202,82.4393,"unknown",989.122985839844,0.111902223401425,15.9210081100464,274.418518066406,-0.00199449830688536,0.00570563226938248,0.693147180559945
"15",1,28.145796,84.069015,"rain",683.76708984375,0.0773564650075039,2.16265153884888,189.79167175293,0.000869850337039679,0.0156652629375458,0
"16",1,27.513641,87.640957,"rain",2412.53149414062,0.272936370992404,33.8048515319824,254.58088684082,-0.000997362658381462,-0.000411792367231101,1.09861228866811
